Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio de Janeiro;Campos;7-BR-69DA-RJS;7BR69DARJS;BARRACUDA;Petrobras;4.80E+14;2023/07;10259603;0;10259603;193764;0;193764;600668;10383462;PETROBRAS 43;UEP;176;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;75.66;9.44;8.04;1.18;2.41;0.5;0.6;0.32;0.15;0.13;0.14;0.11;0;0;0.81;0.51;201698;53007735;403281572;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-29HPA-RJS;7BR29HPARJS;BARRACUDA;Petrobras;4.80E+14;2023/07;2820947;0;2820947;56404;0;56404;174851;7042505;PETROBRAS 43;UEP;187;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;75.66;9.44;8.04;1.18;2.41;0.5;0.6;0.32;0.15;0.13;0.14;0.11;0;0;0.81;0.51;201698;53007735;403281572;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-62HP-RJS;7BR62HPRJS;BARRACUDA;Petrobras;4.80E+14;2023/07;2175517;0;2175517;22581;0;22581;70001;600312;PETROBRAS 43;UEP;108;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;75.66;9.44;8.04;1.18;2.41;0.5;0.6;0.32;0.15;0.13;0.14;0.11;0;0;0.81;0.51;201698;53007735;403281572;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-36HPA-RJS;7BR36HPARJS;BARRACUDA;Petrobras;4.80E+14;2023/07;8296625;0;8296625;203733;0;203733;631572;15612956;PETROBRAS 43;UEP;365;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;75.66;9.44;8.04;1.18;2.41;0.5;0.6;0.32;0.15;0.13;0.14;0.11;0;0;0.81;0.51;201698;53007735;403281572;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-40HP-RJS;7BR40HPRJS;BARRACUDA;Petrobras;4.80E+14;2023/07;1979669;0;1979669;576156;0;576156;1786085;13810302;PETROBRAS 43;UEP;442;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;75.66;9.44;8.04;1.18;2.41;0.5;0.6;0.32;0.15;0.13;0.14;0.11;0;0;0.81;0.51;201698;53007735;403281572;04/09/2023 02:36
Rio de Janeiro;Campos;3-BR-6-RJS;3BR  0006  RJS;CARATINGA;Petrobras;4.80E+14;2023/07;3825497;0;3825497;70831;0;70831;219576;1067009;PETROBRAS 43;UEP;394;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Espírito Santo;Campos;7-ABA-2D-ESS;7ABA2DESS;ABALONE;Shell Brasil;4.80E+14;2023/07;3679756;0;3679756;396863;0;396863;1230276;77316;FPSO ESPIRITO SANTO;UEP;202;2021/02;Ostra;18.1;< 290ºC;0.1555;290ºC a 380ºC;0.1662;> 380ºC;0.6783;91469;3963;1.28;0.3;0.372;0.136;0.097;0.085;0.062;0.071;0.067;0;0;0;0.474;1624;203877;53267493;380622999;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLS-169HP-RJS;7MLS169HPRJS;MARLIM;Petrobras;4.80E+14;2023/07;1490281;0;1490281;58848;0;58848;182429;547348;PETROBRAS 40;UEP;512;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLS-10HPB-RJS;7MLS10HPBRJS;MARLIM;Petrobras;4.80E+14;2023/07;91368;0;91368;30991;0;30991;96071;5440253;PETROBRAS 40;UEP;257;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLS-51HP-RJS;7MLS51HPRJS;MARLIM;Petrobras;4.80E+14;2023/07;141286;0;141286;45409;0;45409;140768;5306384;PETROBRAS 40;UEP;550;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLS-167HPA-RJS;7MLS167HPARJS;MARLIM;Petrobras;4.80E+14;2023/07;2006997;0;2006997;0.6529;0;0.6529;20239;8711549;PETROBRAS 40;UEP;618;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MRL-235HA-RJS;7-MRL-235HA-RJS;MARLIM;Petrobras;4.80E+14;2023/07;26502595;0;26502595;424233;0;424233;1315123;83196703;FPSO ANNA NERY;UEP;679;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MRL-236H-RJS;7-MRL-236H-RJS;MARLIM;Petrobras;4.80E+14;2023/07;99986478;0;99986478;1347879;0;1347879;4178424;194353;FPSO ANNA NERY;UEP;727;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MRL-234H-RJS;7-MRL-234H-RJS;MARLIM;Petrobras;4.80E+14;2023/07;87437702;0;87437702;1387296;0;1387296;4300619;351156;FPSO ANNA NERY;UEP;727;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-MRL-102H-RJS;7MRL 0102H RJS;MARLIM;Petrobras;4.80E+14;2023/07;27744827;0;27744827;474002;0;474002;1469406;62044256;FPSO ANNA NERY;UEP;730;2023/02;Marlim;20.3;< 290ºC;0.2546;290ºC a 380ºC;0.153;> 380ºC;0.5924;87.58;5.61;2.87;0.53;1.05;0.26;0.32;0.24;0.21;0.12;0.08;0.04;0;0.02;0.37;0.7;204527;53345207;389914421;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-14D-RJS;7PG  0014D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE PARGO-1A;UEP;0;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-10D-RJS;7PG  0010D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE PARGO-1A;UEP;0;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-9D-RJS;7PG  0009D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE PARGO-1A;UEP;0;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-24D-RJS;7PG  0024D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE PARGO-1A;UEP;0;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-26D-RJS;7PG  0026D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE PARGO-1A;UEP;0;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-20D-RJS;7PG  0020D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;3493663;0;3493663;14718;0;14718;45627;5102862;PLATAFORMA DE PARGO-1A;UEP;707;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-17D-RJS;7PG  0017D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;1431232;0;1431232;12299;0;12299;38128;2004623;PLATAFORMA DE PARGO-1A;UEP;724;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-19D-RJS;7PG  0019D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;4827776;0;4827776;14628;0;14628;45346;2977312;PLATAFORMA DE PARGO-1A;UEP;707;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-12D-RJS;7PG  0012D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;5628191;0;5628191;17424;0;17424;54015;11780205;PLATAFORMA DE PARGO-1A;UEP;709;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-4-RJS;7PG  0004  RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;8956095;0;8956095;18569;0;18569;57563;18895807;PLATAFORMA DE PARGO-1A;UEP;718;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PG-21D-RJS;7PG  0021D RJS;PARGO;Perenco Brasil;4.80E+14;2023/07;454625;0;454625;0.6369;0;0.6369;19743;3662293;PLATAFORMA DE PARGO-1A;UEP;728;2021/10;POLO PARGO;22.86;< 290ºC;0.2042;290ºC a 380ºC;0.1474;> 380ºC;0.6484;68768;12684;9385;1503;2708;0.562;0.698;0.431;0.066;0.013;0;0;0;0.257;2383;0.542;201722;53011336;406573157;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-7H-RJS;7PPT7HRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PETROBRAS 63;UEP;0;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-50HP-RJS;7PPT50HPRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;86662936;0;86662936;236889;0;236889;731941;8252622;PETROBRAS 61;UEP;658;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-37HP-RJS;7PPT37HPRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;19610974;0;19610974;94793;0;94793;292891;45354452;PETROBRAS 63;UEP;245;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-51HP-RJS;7PPT51HPRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;91807572;0;91807572;275059;0;275059;849876;77107;PETROBRAS 61;UEP;663;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-17H-RJS;7PPT17HRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PETROBRAS 61;UEP;0;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-16HP-RJS;7PPT16HPRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;13220541;0;13220541;62005;0;62005;191583;1828296;PETROBRAS 61;UEP;645;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-12H-RJS;7PPT12HRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PETROBRAS 63;UEP;0;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
Rio de Janeiro;Campos;7-PPT-22HP-RJS;7PPT22HPRJS;PAPA-TERRA;3R Petroleum Off;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PETROBRAS 63;UEP;0;;;;;;;;;;87.04;4759;3.1;0.712;0.994;0.293;0.263;0.175;0.09;0.023;0.005;0.002;0;0.288;2.14;0.116;204418;53334265;381568597;04/09/2023 02:36
São Paulo;Santos;7-BAN-5D-SPS;PAT-2D_7-PAT-02D-SPS;BAÚNA;Karoon Brasil;4.86E+14;2023/07;68658773;0;68658773;664389;0;664389;856307;525301;FPSO CIDADE DE ITAJAÍ;UEP;744;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
São Paulo;Santos;7-BAN-4D-SPS;PAT-1D_7-PAT-01D-SPS;BAÚNA;Karoon Brasil;4.86E+14;2023/07;67566285;0;67566285;705471;0;705471;909255;1161263;FPSO CIDADE DE ITAJAÍ;UEP;744;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
São Paulo;Santos;3-BRSA-1024-SPS;3SPS92;BAÚNA;Karoon Brasil;4.86E+14;2023/07;102670892;0;102670892;655362;0;655362;844671;45996695;FPSO CIDADE DE ITAJAÍ;UEP;744;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
São Paulo;Santos;7-PRA-2-SPS;7PRA2SPS;BAÚNA;Karoon Brasil;4.86E+14;2023/07;2756902;0;2756902;132575;0;132575;170871;107265949;FPSO CIDADE DE ITAJAÍ;UEP;744;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
São Paulo;Santos;1-BRSA-607-SPS;1SPS56;BAÚNA;Karoon Brasil;4.86E+14;2023/07;28751353;0;28751353;260994;0;260994;336385;101882081;FPSO CIDADE DE ITAJAÍ;UEP;744;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
São Paulo;Santos;7-BAN-1-SPS;7BAN1SPS;BAÚNA;Karoon Brasil;4.86E+14;2023/07;24294351;0;24294351;116562;0;116562;150231;54776906;FPSO CIDADE DE ITAJAÍ;UEP;742;2015/07;Baúna;33.3;< 270ºC;0.3868;270ºC a 458ºC;0.3102;> 458ºC;0.303;6931585;891299;1370164;286101;359055;0.35925;0.20361;0.02418;0.00528;0;0;0;0;0.12413;0.52966;0.37185;202232;53074669;405923314;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRP-22D-RJS;7CRP 0022D RJS;CARAPEBA;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE CARAPEBA-II;UEP;0;2021/10;CARAPEBA;19.77;< 290ºC;0.1973;290ºC a 380ºC;0.1569;> 380ºC;0.6458;59.94;12.68;13.32;2.5;4.93;1.16;1.56;1.2;0.13;0.01;0;0;0;0.05;2.07;0.45;204617;5335782;413865444;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRP-29D-RJS;7CRP 0029D RJS;CARAPEBA;Perenco Brasil;4.80E+14;2023/07;0;0;0;0;0;0;0;0;PLATAFORMA DE CARAPEBA-II;UEP;0;2021/10;CARAPEBA;19.77;< 290ºC;0.1973;290ºC a 380ºC;0.1569;> 380ºC;0.6458;59.94;12.68;13.32;2.5;4.93;1.16;1.56;1.2;0.13;0.01;0;0;0;0.05;2.07;0.45;204617;5335782;413865444;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRP-33D-RJS;7CRP 0033D RJS;CARAPEBA;Perenco Brasil;4.80E+14;2023/07;904016;0;904016;0.3179;0;0.3179;9854;9848625;PLATAFORMA DE CARAPEBA-II;UEP;399;2021/10;CARAPEBA;19.77;< 290ºC;0.1973;290ºC a 380ºC;0.1569;> 380ºC;0.6458;59.94;12.68;13.32;2.5;4.93;1.16;1.56;1.2;0.13;0.01;0;0;0;0.05;2.07;0.45;204617;5335782;413865444;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRP-34D-RJS;7CRP 0034D RJS;CARAPEBA;Perenco Brasil;4.80E+14;2023/07;2403732;0;2403732;0.8024;0;0.8024;24874;17120457;PLATAFORMA DE CARAPEBA-I;UEP;622;2021/10;CARAPEBA;19.77;< 290ºC;0.1973;290ºC a 380ºC;0.1569;> 380ºC;0.6458;59.94;12.68;13.32;2.5;4.93;1.16;1.56;1.2;0.13;0.01;0;0;0;0.05;2.07;0.45;204617;5335782;413865444;04/09/2023 02:36
Espírito Santo;Campos;7-OST-3H-ESS;7OST3HESS;OSTRA;Shell Brasil;4.80E+14;2023/07;20655338;0;20655338;125359;0;125359;383495;108436266;FPSO ESPIRITO SANTO;UEP;744;2021/02;Ostra;18.1;< 290ºC;0.1555;290ºC a 380ºC;0.1662;> 380ºC;0.6783;70697;17126;5635;0.739;1534;0.278;0.361;0.475;0.372;0.182;0.071;0;0;0;0.152;2378;200505;52863269;420909332;04/09/2023 02:36
Espírito Santo;Campos;7-OST-6H-ESS;7OST6HESS;OSTRA;Shell Brasil;4.80E+14;2023/07;1456639;0;1456639;11047;0;11047;33796;29570811;FPSO ESPIRITO SANTO;UEP;744;2021/02;Ostra;18.1;< 290ºC;0.1555;290ºC a 380ºC;0.1662;> 380ºC;0.6783;70697;17126;5635;0.739;1534;0.278;0.361;0.475;0.372;0.182;0.071;0;0;0;0.152;2378;200505;52863269;420909332;04/09/2023 02:36
Espírito Santo;Campos;7-OST-10H-ESS;7OST10HESS;OSTRA;Shell Brasil;4.80E+14;2023/07;13601653;0;13601653;84439;0;84439;258315;45489296;FPSO ESPIRITO SANTO;UEP;744;2021/02;Ostra;18.1;< 290ºC;0.1555;290ºC a 380ºC;0.1662;> 380ºC;0.6783;70697;17126;5635;0.739;1534;0.278;0.361;0.475;0.372;0.182;0.071;0;0;0;0.152;2378;200505;52863269;420909332;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-42HP-RJS;7BR42HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;2208389;0;2208389;34381;0;34381;106581;773953;PETROBRAS 43;UEP;411;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRT-17HP-RJS;7CRT17HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;9586105;0;9586105;104509;0;104509;323977;81176332;PETROBRAS 48;UEP;571;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-51HP-RJS;7BR51HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;1065325;0;1065325;16825;0;16825;52159;3983613;PETROBRAS 43;UEP;345;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-69DA-RJS;7BR69DARJS;CARATINGA;Petrobras;4.80E+14;2023/07;9470405;0;9470405;178859;0;178859;554463;9584735;PETROBRAS 43;UEP;176;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;9-BR-82DB-RJS;9BR82DBRJS;CARATINGA;Petrobras;4.80E+14;2023/07;82847342;0;82847342;1416807;0;1416807;4392102;0;PETROBRAS 48;UEP;357;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-CRT-51D-RJS;7-CRT-51D-RJS;CARATINGA;Petrobras;4.80E+14;2023/07;35112931;0;35112931;638577;0;638577;1979588;8833166;PETROBRAS 48;UEP;339;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-62HP-RJS;7BR62HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;296662;0;296662;0.3079;0;0.3079;9546;818607;PETROBRAS 43;UEP;108;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-60HP-RJS;7BR60HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;1367139;0;1367139;28183;0;28183;87367;98176;PETROBRAS 43;UEP;351;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
Rio de Janeiro;Campos;7-BR-44HP-RJS;7BR44HPRJS;CARATINGA;Petrobras;4.80E+14;2023/07;1975848;0;1975848;3503;0;3503;108592;2098068;PETROBRAS 43;UEP;373;2023/02;BARRACUDA-CARATINGA;25.1;< 290ºC;0.333;290ºC a 380ºC;0.144;> 380ºC;0.523;78.04;7.77;7.29;1.19;2.51;0.55;0.64;0.3;0.21;0.17;0.15;0.08;0;0;0.7;0.4;203361;53206951;398553923;04/09/2023 02:36
